CID,SMILES,pred_lum,pred_PLQY
23061529,Cc1ccnc(-c2[c-]cc(F)c(F)c2F)c1,529,62.7
170408767,CCOc1c(CC(=N)O)cc([C@@](O)(CN=C(O)c2cc(OC)c3nn(C4CC4)cc3c2)c2cncnc2)nc1-c1[c-]c(Cl)c(F)cc1F,590,62.7
164910745,Cc1cnc2c(OC(F)F)cc(C(O)=NC[C@H](c3cc4c(c(-c5[c-]cc(F)c(Cl)c5F)n3)OC[C@H]4C)C3(F)CC3)cc2c1,645,62.7
20416446,Nc1c(C(=O)Nc2nc3ccccc3s2)sc2nc(-c3[c-]cc(F)cc3F)ccc12,598,62.7
170522156,Cc1cc(-c2[c-]cc(F)cc2F)ncc1-c1ccc(F)cc1-c1cc(-c2cc(F)ccc2-c2cnc(-c3ncc(F)cc3F)cc2C)cc(-c2cc(F)ccc2-c2cnc(-c3ccccc3)cc2-c2ccc(-c3ccccc3)cc2)c1,544,62.7
169264947,COc1cc(C(O)=NC[C@](O)(c2cc(C(C)(C)O)c(F)c(-c3[c-]c(Cl)c(F)cc3F)n2)C2CC2)cc2cn(C(F)F)nc12,602,62.7
89021468,Fc1c[c-]c(-c2cc(N3c4ccccc4C4C=CC=CC43)ccn2)c(F)c1C(F)(C(F)(F)F)C(F)(F)F,507,62.7
59645745,CC(C)(c1cccc(-c2[c-]cc(F)cc2F)n1)C(C)(C)c1ccn(-c2ccccc2)n1,530,62.6
156073453,Nc1ncnc2c1ncn2Cc1c(N2CCC[C@](N)([C@H](O)C(F)F)C2)cnc(-c2[c-]cc(F)cc2F)c1F,558,62.6
168887339,Cn1ncc2c(-c3[c-]cc(F)cc3F)nc(N3CCOC(c4cnn(C5CC5)c4)C3)cc2c1=O,561,62.6
169264841,COc1cc(C(O)=NC[C@](O)(c2cc(N3CC[C@H](O)C3)cc(-c3[c-]c(Cl)c(F)cc3F)n2)C2CC2)cc(C=NC2CC2)c1N,584,62.6
140220748,Fc1c[c-]c(-c2cc(C(F)(F)F)c(F)cn2)c(F)c1,520,62.6
170408529,CCOc1c(CC(=N)O)cc(C(O)(CN=C(O)c2cc(OC)c3nn(C4CC4)cc3c2)c2cc(C(F)F)cs2)nc1-c1[c-]c(Cl)c(F)cc1F,583,62.6
169233996,Cc1cnc2c(OC(F)F)cc(C(O)=NC[C@@](O)(c3ccccc3)c3cc4c(c(-c5[c-]c(Cl)c(F)cc5F)n3)OC[C@]4(C)C(=N)O)cc2c1,578,62.6
164910432,C[C@]1(C(=N)O)COc2c1cc([C@@](O)(CN=C(O)c1cc(Cl)c(N)c(C=NC3CC3)c1)C1CC1)nc2-c1[c-]c(F)c(F)cc1F,577,62.6
157981647,O=C(c1c(F)c[c-]c(-c2cc(CO)ccn2)c1F)C(F)(F)F,511,62.5
170408579,CCOc1c(CC(=N)O)cc([C@@](O)(CN=C(O)c2cc(OC)c3nn(C4CC4)cc3c2)c2nccs2)nc1-c1[c-]c(Cl)c(F)cc1F,578,62.5
102825340,NNc1ccnc(-c2[c-]c(F)c(F)cc2F)c1,516,62.5
169675689,C[C@]1(C(=N)O)COc2c1cc(C(O)(CN=C(O)c1cc(OC(F)F)c3nn(C4CC4)cc3c1)C1CC1)nc2-c1[c-]c(Cl)c(F)cc1F,592,62.5
140247613,CC(C)(C)OC(=O)N1CCC(N=C(O)c2ccc3c(Cl)cnc(-c4[c-]cc(F)cc4F)c3c2)CC1,589,62.5
170380607,COc1cc(C(O)=NC[C@](O)(c2cc(C(C)(C)O)c(F)c(-c3[c-]c(Cl)c(F)cc3F)n2)C2CC2)cc2cn(C3(F)CC3)nc12,601,62.5
170521304,Cc1nc(-c2ncccn2)sc1C(=O)N1CC2C(C1)C2Oc1cc(C(C)(C)N)cc(-c2[c-]cc(F)c(F)c2F)n1,567,62.5
170337377,Cc1nc(-c2ncccn2)sc1C(=O)N1C[C@@H]2C(Oc3cc(C(C)(C)N)cc(-c4[c-]cc(F)c(F)c4F)n3)[C@@H]2C1,567,62.5
90100915,Nc1c(F)c[c-]c(-c2cc(-c3nc(N4CCNCC4)c4c(C5CC5)cncc4n3)ccn2)c1F,545,62.5
170711620,CC(=O)c1cc(N2CCOCC2)nc(-c2[c-]cc(F)cc2F)c1N,560,62.5
57806462,CC(C)(c1c[c-]cc(c2cc(-c3ccccn3)c(F)cc2F)n1)c1ccccc1S,480,62.5
141683825,Fc1c[c-]c(-c2cc(-c3ccccc3)c(-c3ccccc3)cn2)c(F)c1F,535,62.5
71128431,CC(=O)c1c([C@@H]2CCN(C(=O)c3n[nH]c(C)n3)[C@@H](C)C2)nc2c(-c3ccc(-c4[c-]cc(F)cc4F)nc3)cnn2c1N,556,62.4
71152602,CN(C)c1ccnc(-c2[c-]cc(F)c(S(=O)(=O)C(F)(F)F)c2F)c1,512,62.4
90440374,COC(=O)c1nc(-c2[c-]cc(F)c(F)c2F)c(F)c(N)c1Cl,565,62.4
170407157,CCOc1c(CC(=N)O)cc([C@@](O)(CN=C(O)c2cc(OC)c3nn(C4CC4)cc3c2)c2cnn[nH]2)nc1-c1[c-]c(Cl)c(F)cc1F,580,62.4
68342064,CC(C)(c1cccc(-c2cc(CF)[nH]n2)n1)c1cccc(-c2[c-]cc(F)cc2F)n1,532,62.4
170368588,COc1cc(C(O)=NC[C@](O)(c2cc(C(C)(C)F)c(F)c(-c3[c-]c(Cl)c(F)cc3F)n2)C2CC2)cc(/C=N/C(F)F)c1N,581,62.4
157045922,Cc1ccc2c(-c3[c-]cc(F)cc3F)nc(C3CCOCC3)cc2n1,573,62.4
145751236,CC(C)C(C)c1cc(-c2[c-]cc(F)c(C#N)c2F)nc(C(C)(C)c2cccc(C(=O)O)n2)c1,560,62.4
170407166,CCOc1c(CC(=N)O)cc([C@](O)(CN=C(O)c2cc(OC)c3nn(C4CC4)cc3c2)c2cnn[nH]2)nc1-c1[c-]c(Cl)c(F)cc1F,580,62.4
169674348,CCOc1c(CC(=N)O)cc([C@@](O)(CN=C(O)c2cc(OC)c3ncc(Br)cc3c2)C2(F)CC2)nc1-c1[c-]cc(F)c(Cl)c1F,580,62.4
169674933,C[C@]1(C(=N)O)COc2c1cc(C(O)(CO)CN=C(O)c1cc(Cl)c3nn(C4CC4)cc3c1)nc2-c1[c-]c(Cl)c(F)cc1F,596,62.4
59646055,Cc1cccc(-n2ccc(C(C)(C)c3cccc(-c4[c-]cc(F)cc4F)n3)n2)c1,534,62.4
170407291,COc1cc(C(O)=NC[C@@](O)(c2cccc(F)n2)c2cc3c(c(-c4[c-]c(Cl)c(F)cc4F)n2)OC[C@]3(C)C(=N)O)cc2cn(C3CC3)nc12,574,62.3
169674850,CCOc1c(C(=N)O)cc([C@@](O)(CN=C(O)c2cc(OC(F)F)c3ncc(C)cc3c2)C2CC2)nc1-c1[c-]cc(F)c(Br)c1F,573,62.3
59403985,Cc1cnc(-c2[c-]cc(F)cc2F)cc1C,524,62.3
170403671,C[C@]1(C(=N)O)COc2c1cc([C@@](O)(CN)c1cccc(F)c1)nc2-c1[c-]c(C(F)(F)F)c(F)cc1F,547,62.3
169233959,COc1cc(C(O)=NC[C@@](O)(c2ccccc2)c2cc3c(c(-c4[c-]c(Cl)c(F)cc4F)n2)OC[C@]3(C)C(=N)O)cc(/C=N/C2(F)CC2)c1N,593,62.3
51029641,C#CC(O)c1c(F)c[c-]c(-c2cc3cc(-c4ccc(F)cc4)[nH]c3cn2)c1F,541,62.3
58067999,Cc1ccnc(-c2[c-]cc(F)c(C)c2F)c1,506,62.3
58756129,Fc1c[c-]c(-c2cccc(C(c3cccc(-c4n[nH]c(C(F)(F)F)n4)n3)(c3cccc(-c4n[nH]c(C(F)(F)F)n4)n3)c3cccc(-c4ccc(F)cc4F)n3)n2)c(F)c1,516,62.3
122424668,Nc1cc2ccccc2nc1-c1[c-]cc(F)cc1F,588,62.3
168821747,Cc1ccnc(-c2[c-]cc(F)c(F)c2F)c1-c1ccccc1,561,62.3
169234302,COc1cc(C(O)=NC[C@@](O)(c2ccnc(O)c2)c2cc3c(c(-c4[c-]c(Cl)c(F)cc4F)n2)OC[C@]3(C)C(=N)O)cc(C=NC2CC2)c1N,576,62.3
158874517,[C-]#[N+]C1=C(F)CCC(c2cc(C)cc(C(C)(C)c3cc(OC)cc(-c4[c-]cc(F)c(C#N)c4F)n3)n2)=C1F,594,62.3
58068006,Cc1c(F)c[c-]c(-c2cc(N(C)C)ccn2)c1F,514,62.3
58621094,CC(c1cccc(-c2[c-]cc(F)cc2F)n1)c1cccc(-n2ccc(C(F)(F)F)n2)n1,512,62.2
169674856,C[C@]1(C(=N)O)COc2c1cc(C(O)(CN=C(O)c1cc(Cl)c3nn(C4CC4)cc3c1)C(F)(F)F)nc2-c1[c-]c(Cl)c(F)cc1F,574,62.2
170411034,COc1cc(C(O)=NC[C@@](O)(c2ccc(F)cn2)c2cc3c(c(-c4[c-]c(Cl)c(F)cc4F)n2)OC[C@]3(C)C(=N)O)cc2cn(C3CC3)nc12,576,62.2
108189574,Cc1cnc(-c2[c-]cc(F)c(F)c2F)c(N)c1,566,62.2
170378241,COc1cc(C(O)=NC[C@](O)(c2cc(C3(O)COC3)c(F)c(-c3[c-]c(Cl)c(F)cc3F)n2)C2CC2)cc2cn(C(F)F)nc12,591,62.2
58756152,CC(C)(C)c1cc(-c2cccc(C(c3cccc(-c4cc(C(C)(C)C)n[nH]4)n3)(c3cccc(-c4[c-]cc(F)cc4F)n3)c3cccc(-c4ccc(F)cc4F)n3)n2)[nH]n1,545,62.2
59342297,CC(C)(c1cccc(-c2[c-]c(F)c(F)c(F)c2F)n1)c1cccc(-c2cc(F)c(F)c(F)c2F)n1,556,62.2
169769121,Cc1ccc2c(N)nc(-c3[c-]cc(F)cc3F)cc2c1N,546,62.2
169240999,C[C@]1(C(=N)O)COc2c1cc([C@@](O)(CN=C(O)c1cc(Cl)c3nn(C4CC4)cc3c1)C(F)(F)F)nc2-c1[c-]c(Cl)c(F)cc1F,574,62.2
170381899,COc1cc(C(O)=NC[C@](O)(c2cc(C3(O)COC3)c(F)c(-c3[c-]c(Cl)c(F)cc3F)n2)C2CC2)cc2cn(C3(F)CC3)nc12,586,62.1
144035685,Cc1ccnc(-c2[c-]cc(F)c(CC(F)(F)F)c2F)c1,508,62.1
169233921,C=CC(F)/C(N)=C/c1cc(C(O)=NC[C@@](O)(c2ccccc2)c2cc3c(c(-c4[c-]c(Cl)c(F)cc4F)n2)OC[C@]3(C)C(=N)O)cc(OC)c1N,573,62.1
169675102,CCOc1c(CC(=N)O)cc([C@@](O)(CN=C(O)c2cc(OC(F)F)c3ncc(C)cc3c2)C2CC2)nc1-c1[c-]cc(F)c(Cl)c1F,581,62.1
90910572,COc1ccnc(-c2[c-]cc(F)c(C(=O)C(F)(F)F)c2F)c1,547,62.1
168822009,Cc1ccnc(-c2[c-]c(F)c(F)cc2F)c1-c1ccccc1,561,62.1
169264758,COc1cc(ON(F)CC(c2ccccc2)c2cc(C3(C=O)CC3)cc(-c3[c-]cc(F)c(Cl)c3F)n2)cc2c1[N+](C1CC1)=C2,574,62.1
140723605,[C-]#[N+]c1c(F)c[c-]c(-c2cc(C)c(-c3c(C)cc(C4CCCC4)cc3C)cn2)c1F,529,62.1
68646020,Fc1c[c-]c(-c2cc(c3c[nH]c4ccccc43)ccn2)c(F)c1,535,62.1
58516818,CC(=O)c1c(F)c[c-]c(-c2ccccn2)c1F,511,62.1
130403884,NOCc1ccc(-c2[c-]cc(F)cc2F)nc1C(=O)O,531,62.1
144231022,CS(C)(C)c1ccnc(-c2[c-]cc(F)c(C#N)c2F)c1,529,62.0
139447705,OC(=Nc1nc2ccccc2n1C1CCC(O)CC1)c1ccnc(-c2[c-]cc(F)cc2F)c1,542,62.0
24914588,CS(=O)(=O)c1ncc2c(n1)CCN(Cc1ccc(-c3[c-]cc(F)cc3F)nc1)C2,540,62.0
59227899,CCC(CC(C)c1cc(-n2cc(C(C)(C)C)c3ccccc32)cc(-n2cc(C(C)(C)C)c3ccccc32)c1)c1ccnc(-c2[c-]cc(F)cc2F)c1,650,62.0
170407171,COc1cc(C(O)=NC[C@@](O)(c2cc3c(c(-c4[c-]c(Cl)c(F)cc4F)n2)OC[C@]3(C)C(=N)O)c2cnn[nH]2)cc2cn(C3CC3)nc12,583,62.0
170407163,COc1cc(C(O)=NC[C@](O)(c2cc3c(c(-c4[c-]c(Cl)c(F)cc4F)n2)OC[C@]3(C)C(=N)O)c2cnn[nH]2)cc2cn(C3CC3)nc12,583,62.0
58831114,CC(C)(c1cc(N2c3ccccc3CC2(C)C)cc(-c2[c-]cc(F)cc2F)n1)c1cc(N2c3ccccc3CC2(C)C)cc(-c2ccc(F)cc2F)n1,546,62.0
146254491,C=CC(=O)N1CCN(c2nc(=O)n(-c3c(C)ccnc3C(C)C/C=C\C(=O)N3CCN(C4=NC(O)N(c5c(CC)ccc(C=CC(=O)N6CCN(c7nc(=O)n(-c8c(CC)ncnc8CC)c8nc(-c9c(O)cccc9F)c(F)cc78)[C@@H](C)C6)c5CC)c5nc(N6CC(O)C6)c(Cl)cc54)[C@@H](C)C3)c3nc(-c4[c-]cc(F)cc4F)c(F)cc23)[C@@H](C)C1,711,62.0
102824760,CCCNc1ccnc(-c2[c-]cc(F)c(F)c2F)c1,537,62.0
169264886,COC1=CC(C(O)=NC[C@](O)(c2cc(C3(C(=[NH2+])O)CC3)c(F)c(-c3[c-]c(Cl)c(F)cc3F)n2)C2CC2)=C/C(=C/NC(F)F)C1=N,609,61.9
169675078,Cc1cnc2c(OC(F)F)cc(C(O)=NCC(O)(c3cc4c(c(-c5[c-]cc(F)c(Cl)c5F)n3)OC[C@]4(C)C(=N)O)C3CC3)cc2c1,583,61.9
169675312,CCOc1c(CC(=N)O)cc([C@@](O)(CN=C(O)c2cc(OC)c3nn(C4CC4)cc3c2)C(F)(F)F)nc1-c1[c-]c(Cl)c(F)cc1F,570,61.9
156073191,Nc1ncnc2c1ncn2Cc1cc(-c2[c-]c(F)c(F)cc2F)ncc1N1CCC[C@](N)([C@@H]2COCCO2)C1,541,61.9
140585299,[C-]#[N+]c1c(F)c[c-]c(-c2cc(CC3(C)CCCCC3)ccn2)c1F,515,61.9
58068003,Cc1ccnc(-c2[c-]cc(F)c(I)c2F)c1,514,61.9
90094604,N=c1[nH]cnc2ccc(-c3cccnc3-c3[c-]cc(F)cc3F)cc12,569,61.9
68487186,NCCCc1cccc(-c2ccn3c(c2)ncc3c2ccnc(-c3[c-]cc(F)cc3F)c2)c1,544,61.9
140585344,[C-]#[N+]c1c(F)c[c-]c(-c2cc(CC3(C)CCCC3)ccn2)c1F,515,61.9
158016050,[C-]#[N+]c1c(F)c[c-]c(-c2cc(-c3ccccc3)cc(C(C)(C)c3cc(-c4ccccc4)cc(-c4ccc(Cl)c(C#N)c4F)n3)n2)c1F,559,61.8
142715350,Cc1ccnc(-c2[c-]cc(F)c(P(c3ccccc3)c3ccccc3)c2F)c1,501,61.8
164776298,Cc1cc(-c2[c-]cc(F)cc2F)ncc1-c1ccc(F)cc1-c1cc(-c2cc(F)ccc2-c2ccc(-c3ccc(F)cc3F)nc2)cc(-c2ccccc2-c2cnc(-c3ccccc3)cc2-c2ccc3c4ccccc4c4ccccc4c3c2)c1,571,61.8
170407188,Cc1cnc2c(OC(F)F)cc(C(O)=NC[C@@](O)(c3ccccc3)c3cc4c(c(-c5[c-]c(Cl)c(F)cc5F)n3)OC3C[C@@]43C(=N)O)cc2c1,583,61.8
170795004,Fc1c[c-]c(-c2nc(Cl)ccc2OCc2ccccc2)c(F)c1,528,61.8
71115810,CC(=O)c1c(C2CC3CCC(C2)N3C(=O)c2n[nH]c(C)n2)nc2c(-c3ccc(-c4[c-]cc(F)cc4F)nc3)cnn2c1N,554,61.8
67294523,CC(=O)c1c(C2C[C@H]3CC[C@@H](C2)N3C(=O)c2n[nH]c(C)n2)nc2c(-c3ccc(-c4[c-]cc(F)cc4F)nc3)cnn2c1N,554,61.8
169264628,COc1cc(C(O)=NC[C@](O)(c2cc(C3(C(=N)O)CC3)c(F)c(-c3[c-]cc(F)c(Cl)c3F)n2)C2CC2)cc(C=NC2CC2)c1N,602,61.8
158870344,Cc1c(F)c[c-]c(-c2cc(C(C)(C)C)ccn2)c1F,513,61.8
71128423,CC(=O)c1c(C2CC(C)N(C(=O)CO)[C@@H](C)C2)nc2c(-c3ccc(-c4[c-]cc(F)cc4F)nc3)cnn2c1N,551,61.8
169264887,COc1cc(C(O)=NC[C@](O)(c2cc(C3(C(=N)O)CC3)c(F)c(-c3[c-]c(Cl)c(F)cc3F)n2)C2CC2)cc(C=NC(F)F)c1N,603,61.7
156069723,COC(=O)c1cc(-c2[c-]c(F)c(F)cc2F)ncc1N1CCCC(N)(C(O)C(F)F)C1,566,61.7
90096096,Cc1cc2ncnn2cc1-c1cccnc1-c1[c-]c(Cl)c(F)cc1F,546,61.7
170367429,COc1cc(C(O)=NC[C@](O)(c2cc(C3(C(=N)O)CC3)c(F)c(-c3[c-]c(Cl)c(F)cc3F)n2)C2CC2)cc(/C=N/C(F)F)c1N,603,61.7
169675652,Cc1cnc2c(OC(F)F)cc(C(O)=NCC(O)(c3cc4c(c(-c5[c-]c(F)c(F)cc5F)n3)OC[C@]4(C)C(=N)O)C3CC3)cc2c1,583,61.7
170378197,N=C(O)C(F)(F)c1cc([C@@](O)(CO)C2CC2)nc(-c2[c-]cc(F)c(Cl)c2F)c1F,571,61.7
169234134,COc1ccc([C@](O)(CN=C(O)c2cc(/C=N/C3(F)CC3)c(N)c(OC)c2)c2cc3c(c(-c4[c-]c(Cl)c(F)cc4F)n2)OC[C@]3(C)C(=N)O)cc1,620,61.7
101776535,CCCCCCCCc1cnc(-c2[c-]cc(F)cc2F)cc1Br,540,61.7
58013087,CC(C)(c1ccccc1)c1ccnc(-c2[c-]cc(F)c(C(F)(F)F)c2F)c1,520,61.7
169675530,Cc1cnc2c(OC(F)F)cc(C(O)=NC[C@](O)(c3cc4c(c(-c5[c-]c(F)c(F)cc5F)n3)OC[C@]4(C)C(=N)O)C3CC3)cc2c1,583,61.7
58004256,O=S(=O)(c1ccccc1)c1c(F)c2[c-]c(c1F)-c1cccc(n1)Cc1cccc(n1)-c1cc(c(F)c(Cc3ccccc3)c1F)C2,559,61.6
70865422,CN(C)c1ccnc(-c2[c-]cc(F)c([N+](=O)[O-])c2F)c1,522,61.6
58709032,CC(C)(c1cccc(Oc2ccccn2)c1)c1cccc(-c2[c-]cc(F)cc2F)n1,525,61.6
23154179,Nc1ccc(-c2[c-]cc(F)cc2F)nc1N,509,61.6
68016453,Cc1ccnc(-c2[c-]cc(F)c(C(=O)c3ccc(C(F)(F)F)cc3)c2F)c1,518,61.6
146235977,C=CC(=O)N1CCN(c2nc(=O)n(-c3c(C)cnn3C(C)C)c3nc(-c4[c-]cc(F)cc4F)c(Cl)cc23)[C@@H](C)C1,621,61.6
169264822,COC1=CC(C(O)=NC[C@](O)(c2cc(C3(C(=[NH2+])O)CC3)c(F)c(-c3[c-]c(Cl)c(F)cc3F)n2)C2CC2)=C/C(=C/NC2CC2)C1=N,609,61.6
169674580,Cc1cnc2c(OC(F)(F)F)cc(C(O)=NC[C@](O)(c3cc4c(c(-c5[c-]cc(F)c(F)c5F)n3)OC[C@]4(C)C(=N)O)C(F)(F)F)cc2c1,568,61.6
169674577,Cc1cnc2c(OC(F)(F)F)cc(C(O)=NCC(O)(c3cc4c(c(-c5[c-]cc(F)c(F)c5F)n3)OC[C@]4(C)C(=N)O)C(F)(F)F)cc2c1,568,61.6
20416441,COC(=O)c1ccccc1NC(=O)c1sc2nc(-c3[c-]cc(F)cc3F)ccc2c1N,588,61.6
102824759,CCNc1ccnc(-c2[c-]cc(F)c(F)c2F)c1,532,61.6
170383846,CC(C)(O)c1cc([C@@](O)(CN=C(O)c2cc(Cl)c3nn(C4CC4)cc3c2)c2ccccc2)nc(-c2[c-]c(Cl)c(F)cc2F)c1F,589,61.5
170516600,CC(C)(C)[Si](C)(C)OC[C@](O)(CN)c1cc2c(c(-c3[c-]c(Cl)c(F)cc3F)n1)OC[C@]2(C)C(=N)O,559,61.5
169241362,COc1cc(C(O)=NC[C@](O)(c2cc3c(c(-c4[c-]cc(F)c(F)c4F)n2)OC[C@]3(C)C(=N)O)C2CC2)cc2cc(Br)cnc12,585,61.5
116864687,COc1cnc(-c2[c-]cc(F)cc2F)cc1C#N,538,61.5
170409098,CCOc1c(CC(=N)O)cc([C@@](O)(CN=C(O)c2cc(OC)c3nn(C4CC4)cc3c2)c2cc(F)nc(OC)c2)nc1-c1[c-]c(Cl)c(F)cc1F,579,61.5
153309705,C=COCCCCCOc1ccc(/C=C/c2ccc(-c3ccnc(-c4[c-]cc(F)cc4F)c3)cc2)cc1,550,61.5
170408517,COc1cc(C(O)=NC[C@@](O)(c2cc3c(c(-c4[c-]c(Cl)c(F)cc4F)n2)OC[C@]3(C)C(=N)O)c2cc(C)cs2)cc2cn(C3CC3)nc12,584,61.5
58900840,[C-]#[N+]c1c(F)c[c-]c(-c2cc(C(C)(C)C)ccn2)c1F,521,61.5
141683835,Fc1c[c-]c(-c2cc(-c3ccncc3)ccn2)c(F)c1F,549,61.5
169675595,COc1cc(C(O)=NCC(O)(CO)c2cc3c(c(-c4[c-]c(Cl)c(F)cc4F)n2)OC[C@]3(C)C(=N)O)cc2cn(C3CC3)nc12,596,61.4
140585470,[C-]#[N+]c1c(F)c[c-]c(-c2cccc(C(C)(C)c3nc(C(=O)O)cn3CC3(C)CCCC3)n2)c1F,545,61.4
157154448,[C-]#[N+]c1c(F)c[c-]c(-c2cc(-c3ccccc3)cc(C(C)(C)c3cc(-c4ccccc4)cc(-c4ccc(F)c(C#N)c4F)n3)n2)c1F,561,61.4
142527823,CCc1ncc2c(n1)CN(C(O)Nc1nc(-c3[c-]cc(F)cc3F)ccc1N)C2,584,61.4
169674851,CCOc1c(CC)cc([C@@](O)(CN=C(O)c2cc(OC)c3nn(C(F)F)cc3c2)C2(F)CC2)nc1-c1[c-]cc(F)c(F)c1F,585,61.4
142747133,CC(C)(O)n1nnnc1-c1nc(-c2[c-]cc(F)cc2F)c(-c2ccc(N3CCN(c4cccc([C@@](O)(F)C(F)(F)F)c4)CC3)cc2)c(F)c1F,571,61.4
68829311,CN(C(=O)c1c(N)c(-c2[c-]cc(F)cc2F)nc2ccccc12)N(C(=O)O)c1ccccc1,617,61.4
144035684,CN(C)c1ccnc(-c2[c-]cc(F)c(C(=O)C(F)(F)F)c2F)c1,519,61.3
167289057,CC(C)(C)OC(O)=Nc1ncnc2c1ncn2Cc1cc(-c2[c-]c(F)c(F)cc2F)ncc1N1CCC[C@](N)([C@@H](O)C(F)F)C1,582,61.3
170412472,CCOc1c(CC(=N)O)cc([C@](O)(CN=C(O)c2cc(OC)c3nn(C4CC4)cc3c2)c2cc(C)cs2)nc1-c1[c-]c(Cl)c(F)cc1F,581,61.3
58223563,CC(=O)c1cccnc1-c1[c-]cc(F)cc1F,539,61.3
169241370,Cc1cnc2c(OC(F)F)cc(C(O)=NC[C@](O)(c3cc4c(c(-c5[c-]c(C)c(F)cc5F)n3)OC[C@]4(C)C(=N)O)C3CC3)cc2c1,585,61.3
102285857,Fc1c[c-]c(-c2cc(-c3ccccc3)ccn2)c(F)c1,528,61.3
170407301,COc1cc(C(O)=NC[C@@](O)(c2cccc(F)n2)c2cc3c(c(-c4[c-]c(Cl)c(F)cc4F)n2)OC[C@]3(C)C(=N)O)cc2cn(C(F)F)nc12,585,61.3
170406776,COc1cc(C(O)=NC[C@](O)(c2cc3c(c(-c4[c-]c(Cl)c(F)cc4F)n2)OC[C@]3(C)C(=N)O)c2ccccc2F)cc2cn(C3CC3)nc12,572,61.3
59342031,CCOP(=O)(OCC)c1c(F)c[c-]c(-c2cccc(C(C)(C)c3cccc(-c4ccc(F)c(P(=O)(OCC)OCC)c4F)n3)n2)c1F,532,61.3
58725730,[C-]#[N+]c1c(F)c[c-]c(-c2cc([Si](C)(C)C)ccn2)c1F,517,61.2
169675283,CCOc1c(CC(O)=NC2(C)CC2)cc([C@@](O)(CN=C(O)c2cc(OC)c3nn(C4CC4)cc3c2)C(F)(F)F)nc1-c1[c-]c(Cl)c(F)cc1F,575,61.2
140585334,CCC1(Cc2cc(N=CNC(=N)C(C)(C)C)nc(C(C)(C)c3cccc(-c4[c-]cc(F)cc4F)n3)c2)CCCCC1,592,61.2
169675289,COc1cc(C(O)=NCC(O)(c2cc3c(c(-c4[c-]c(Cl)c(F)cc4F)n2)OC[C@]3(C)C(=N)O)C(F)(F)F)cc2cn(C3CC3)nc12,574,61.2
142527798,CNc1nc(-c2[c-]cc(F)cc2F)ccc1N,534,61.2
170409104,COc1cc([C@](O)(CN=C(O)c2cc(OC)c3nn(C4CC4)cc3c2)c2cc3c(c(-c4[c-]c(Cl)c(F)cc4F)n2)OC[C@]3(C)C(=N)O)cc(F)n1,582,61.2
157045132,Cc1cnc2c(-c3[c-]cc(F)cc3F)nc(N3CCOC(/C(C=NC4CC4)=C/N)C3)cc2n1,598,61.2
57806409,CC(C)(c1ccccc1)c1c[c-]cc(c2cc(-c3ccccn3)c(F)cc2F)n1,503,61.2
134312500,Nc1c(F)c[c-]c(-c2cc(-c3nc(N4CCNCC4)c4c(C5CCC5)cncc4n3)ccn2)c1F,547,61.2
168822107,Cc1cc(-c2[c-]cc(F)cc2F)ncc1-c1ccncc1,522,61.2
164911067,COc1cc(C(O)=NC[C@](O)(c2cc3c(c(-c4[c-]c(Cl)c(F)cc4F)n2)OC[C@]3(C)C(=N)O)C(F)(F)F)cc2cn(C3CC3)nc12,574,61.2
102752547,Fc1c[c-]c(-c2nc(Cl)c(Cl)cc2Cl)c(F)c1,534,61.2
145766898,CC(C)(O)n1nnnc1-c1nc(-c2[c-]cc(F)cc2F)c(F)c(F)c1-c1cccc(N2CCNCC2)c1,555,61.1
169234247,COc1cc(C(O)=NCC(C=O)(c2ccccc2)c2cc3c(c(-c4[c-]c(Cl)c(F)cc4F)n2)OC[C@]3(C)C(=N)O)cc2cc(C)nnc12,577,61.1
57806634,O=C(c1ccccn1)c1[c-]c(-c2cccc(-c3ccccc3)n2)c(F)cc1F,527,61.1
169674205,CCOc1c(CC)cc([C@@](O)(CN=C(O)c2cc(OC)c3nn(C(F)F)cc3c2)C2(F)CC2)nc1-c1[c-]c(Cl)c(F)cc1F,582,61.1
169240815,COc1cc(C(O)=NCC(c2cc3c(c(-c4[c-]c(Cl)c(F)cc4F)n2)OCC3C)C2CC2)cc2cc(Br)cnc12,570,61.1
149153717,Cc1ccnc(CC2CN(C(O)=Nc3nc(-c4[c-]cc(F)cc4F)ccc3N)C2)n1,541,61.1
169265004,CC(C)(F)c1cc([C@@](O)(CO)C2CC2)nc(-c2[c-]c(Cl)c(F)cc2F)c1F,565,61.1
68392414,COc1ccnc(-c2[c-]cc(F)c(C)c2F)c1,543,61.1
18073615,CC(O)=Nc1ccc2c(C(=O)O)cc(-c3[c-]cc(F)cc3F)nc2c1,607,61.1
59645860,CN(c1cccc(C(C)(C)c2cccc(-c3[c-]cc(F)cc3F)n2)n1)c1ccc(F)cc1F,536,61.1
170299307,COc1cccc([C@](O)(CN=C(O)c2cc(/C=N/C3(F)CC3)c(N)c(OC)c2)c2cc3c(c(-c4[c-]c(Cl)c(F)cc4F)n2)OC[C@]3(C)C(=N)O)c1,623,61.1
156067085,CC(C)(C)OC(=O)N(C(=O)Oc1ncnc2c1ncn2Cc1cc(-c2[c-]cc(F)c(F)c2F)ncc1N1CCCC(N=C(O)OC(C)(C)C)(C(O)C(F)F)C1)C(C)(C)C,570,61.0
