CID,SMILES,pred_lum,pred_PLQY
160287153,Nc1ccc(-c2[c-]cc(F)cc2F)nc1CC(=O)N1CC(Cc2ccn3cncc3c2)C1,539,50.5
59621861,[C-]#[N+]c1c(F)c[c-]c(-c2cc3c4c(cccc4n2)C=C3)c1F,572,50.5
170405956,COc1cc(C(O)=NC[C@](O)(c2cc3c(c(-c4[c-]c(F)c(F)cc4F)n2)OC[C@]3(C)C(=N)O)C2CC(F)(F)C2)cc2cn(C3CC3)nc12,589,50.5
168821508,Cc1cnc(-c2[c-]c(F)c(F)c(F)c2F)cc1-c1ccccc1,531,50.5
123625688,COc1ccnc2ccc(-c3ccc[n+](C)c3-c3[c-]c(Cl)c(F)cc3F)cc12,586,50.5
121409857,Cc1cc(Cl)cc(C)c1-c1ccc(-c2[c-]cc(F)cc2F)nc1,535,50.5
90095539,CN1CCC(N=C(O)c2cnc3ccc(-c4cccnc4-c4[c-]c(F)c(F)cc4F)cn23)CC1,556,50.5
166050839,CC(C)(C)c1ccc2c(c1)C(c1ccccc1)(c1cccc(-c3[c-]c(-c4cccc(Br)c4)c(F)cc3F)n1)c1cc(C(C)(C)C)ccc1-2,582,50.5
169264626,COc1cc(C(O)=NC[C@@](O)(c2ccccc2)c2cc(C3(C(=N)O)CC3)cc(-c3[c-]cc(F)c(Cl)c3F)n2)cc(/C=N/C(F)F)c1N,629,50.5
171051636,[2H]C([2H])(c1ccc(-c2[c-]cc(F)cc2F)nc1)C(C)(C)C,523,50.5
58004408,CN=C(O)C(C)(C)c1c[c-]cc(c2cc(-c3ccccn3)c(F)c(F)c2F)n1,533,50.5
153394011,Nc1ccc(-c2[c-]cc(F)cc2F)nc1N=C(O)N1CC(Cc2ncccn2)C1,534,50.5
169930260,CN1Cc2cc([C@@H]3CCO[C@@H](c4cnn(C5CC5)c4)C3)nc(-c3[c-]cc(F)cc3F)c2C1=O,544,50.4
129070280,COc1cccc(OC)c1-c1ccnc(-c2[c-]c(F)c(F)c(F)c2F)c1,532,50.4
169233961,C=C(NCC(c1ccccc1)c1cc2c(c(-c3[c-]c(CC)c(F)cc3F)n1)OCC2C)c1cc(C)c(N)c(/C=C(\N)Cl)c1,564,50.4
58004338,CC(C)(c1c[c-]cc(c2cc(-c3ccccn3)c(F)c(C#N)c2F)n1)c1ccccc1S,497,50.4
169264802,COc1cc(ONCC(c2cc(C3(C)CC3)cc(-c3[c-]c(C(C)C)c(F)cc3F)n2)C2CC2)cc(/C=N/C(C)F)c1N,580,50.4
168887803,CN1Cc2cc(C3CCOC(c4cnn(C5CC5)c4)C3)nc(-c3[c-]cc(F)cc3F)c2C1=O,544,50.4
140810049,Fc1c[c-]c(-c2cccc(Cc3cccc(-c4ncc(F)cc4F)n3)n2)c(F)c1,542,50.4
169265041,COc1cc(C(O)=NCC(c2ccccc2)c2nc(-c3[c-]c(Cl)c(F)cc3F)c(F)c(C(C)(C)O)c2F)cc(/C=N/C(F)F)c1N,590,50.4
123965061,O=[N+]([O-])c1ccc(-c2[c-]cc(F)cc2F)nc1,533,50.4
59609340,Fc1c(F)c(-c2ccccn2)c(F)c(-c2[c-]c(-c3ccccc3)c(c3c(F)c(F)c(F)c(-c4ccccn4)c3F)cc2-c2ccccc2)c1F,508,50.4
169930258,CN1Cc2cc([C@H]3CCO[C@@H](c4cnn(C5CC5)c4)C3)nc(-c3[c-]cc(F)cc3F)c2C1=O,544,50.4
157888587,COCc1cc(CC2CN(C(=O)Cc3nc(-c4[c-]cc(F)cc4F)ccc3N)C2)ccn1,538,50.4
169930269,CN1Cc2cc([C@@H]3CCO[C@H](c4cnn(C5CC5)c4)C3)nc(-c3[c-]cc(F)cc3F)c2C1=O,544,50.4
169234233,C[C@]1(C(=N)O)COc2c1cc([C@@](O)(CN=C(O)c1cc(OC3CC3)c3nc(C4CC4)sc3c1)c1ccccc1)nc2-c1[c-]c(Cl)c(F)cc1F,616,50.4
117902230,COC(=O)c1nc(-c2[c-]c(C#C[C@]3(O)CCN(C)C3=O)c(F)cc2F)ccc1N,608,50.4
169930267,CN1Cc2cc([C@H]3CCO[C@H](c4cnn(C5CC5)c4)C3)nc(-c3[c-]cc(F)cc3F)c2C1=O,544,50.4
168821486,Fc1c[c-]c(-c2ncccc2-c2ccccc2)c(F)c1F,541,50.4
142527807,Cc1nc2c(s1)CN(C(O)=Nc1nc(-c3[c-]cc(F)cc3F)ccc1[N+](=O)[O-])C2,544,50.4
87779773,CN1CCN(c2ccc(=NCCN=c3ccc([NH+]([O-])O)c(N)[nH]3)[nH]c2-c2[c-]cc(F)cc2F)C(=O)C1,590,50.4
20807255,Fc1c[c-]c(-c2ccccn2)c(F)c1F,519,50.4
168821604,Cc1cc(-c2[c-]c(F)c(F)c(F)c2F)ncc1-c1cccnc1,544,50.4
170407154,COc1cc(C(O)=NC[C@@](O)(c2ccsc2)c2cc3c(c(-c4[c-]c(F)c(F)cc4F)n2)OC[C@]3(C)C(=N)O)cc2cn(C3(F)CC3)nc12,584,50.4
169675157,CCOc1c(CC(=N)O)cc([C@@](O)(CN=C(O)c2cc(Cl)c3nn(C(F)F)cc3c2)C2CC2)nc1-c1[c-]cc(F)c(Cl)c1F,591,50.4
170506010,COc1c(F)c[c-]c(-c2cc(C)c3cc(CS(C)(=O)=O)ccc3n2)c1F,593,50.4
58401779,OCc1ccnc(-c2[c-]c(F)c(F)cc2F)c1,518,50.3
135251506,Cc1cc(-c2cc(C)[nH]n2)nc(-c2[c-]cc(F)cc2F)c1,552,50.3
169233993,C[C@]1(C(=N)O)COc2c1cc([C@@](O)(CN=C(O)c1cc(/C=N/C3(F)CC3)c(N)c(OC3CC3)c1)C1CC1)nc2-c1[c-]c(Cl)c(F)cc1F,621,50.3
140723606,Cc1cnc(-c2[c-]cc(F)c(C#N)c2F)cc1C,542,50.3
141404072,CCCCCCOc1ccnc(-c2[c-]cc(F)c(CCCCCCn3c4ccccc4c4ccccc43)c2F)c1,607,50.3
154037342,Cn1cc(c2cc(-c3[c-]cc(F)cc3F)ncc2OC(=O)C(F)(F)F)cn1,533,50.3
20416440,CCOC(=O)c1ccc(N=C(O)c2sc3nc(-c4[c-]cc(F)cc4F)ccc3c2N)cc1,630,50.3
165148213,[2H]C([2H])(c1ccc(-c2[c-]cc(F)cc2F)nc1)C([2H])([2H])c1cc(-c2cc(F)ccc2-c2cnc(-c3ccccc3)cc2-c2ccc(-c3ccccc3)cc2)cc(C([2H])([2H])C([2H])([2H])c2ccc(-c3ccc(F)cc3F)nc2)c1,531,50.3
169674699,CCOc1c(CC(=N)O)cc([C@@](O)(CN=C(O)c2cc(F)c3nn(C(F)F)cc3c2)C2CC2)nc1-c1[c-]cc(F)c(Cl)c1F,590,50.3
168887897,CN1C(=O)c2cc(C3CCOCC3)nc(-c3[c-]cc(F)cc3F)c2C1=O,543,50.3
165148938,[2H]C([2H])(c1ccc(-c2[c-]cc(F)cc2F)nc1)C([2H])([2H])c1cc(-c2ccccc2-c2cnc(-c3ccccc3)cc2-c2ccc(-c3ccc(-c4ccccc4)cc3)cc2)cc(C([2H])([2H])C([2H])([2H])c2ccc(-c3ccc(F)cc3F)nc2)c1,530,50.3
165149098,[2H]C([2H])(c1ccc(-c2[c-]cc(F)cc2F)nc1)C([2H])([2H])c1cc(-c2ccccc2-c2cnc(-c3ccccc3)cc2-c2ccc(-c3ccccc3)cc2)cc(C([2H])([2H])C([2H])([2H])c2ccc(-c3ccc(F)cc3F)nc2)c1,530,50.3
163362336,Cc1cc(CN2C=CNC2)cnc1-c1[c-]cc(F)c(C)c1F,539,50.3
168823198,[2H]C([2H])([2H])c1ccc(-c2[c-]cc(F)cc2F)nc1,534,50.3
59645864,CN(C)c1cc(C(C)(C)c2cccc(-c3[c-]cc(F)c(C(F)(F)F)c3F)n2)nc(C(C)(C)c2ccc(F)c(C#N)c2F)c1,552,50.3
58281766,Cc1ccnc(-c2[c-]c(C(F)(F)F)c(F)c(F)c2F)c1,523,50.3
58223562,CC(=O)c1ccc[n+](O)c1-c1[c-]cc(F)cc1F,536,50.2
58818112,CC(C)C(N)C(=O)OCCN=C(O)OCc1ccc(N(C(=N)O)c2c(F)cccc2F)nc1-c1[c-]cc(F)cc1F,554,50.2
161971637,Nc1ccc(-c2[c-]cc(F)cc2F)nc1CC(=O)N1CC[C@@H](Oc2cccnc2)C1,559,50.2
168822962,[2H]C([2H])([2H])c1ccc(-c2[c-]cc(F)c(F)c2F)nc1,547,50.2
138972724,CC(C)(C)Nc1nc(-c2[c-]cc(F)cc2F)cc2c(F)cccc12,596,50.2
153393953,Nc1ccc(-c2[c-]cc(F)cc2F)nc1N=C(O)N1CC(Cc2ncc(F)cn2)C1,532,50.2
167636299,CS(=O)(=O)Cc1cc(-c2cnn3cc(-c4cnn(CCN5CCOCC5)c4)ccc23)cc(-c2[c-]cc(F)cc2F)n1,504,50.2
9894446,CC(C)[C@H](N)C(=O)OCCN=C(O)OCc1ccc(N(C(=N)O)c2c(F)cccc2F)nc1-c1[c-]cc(F)cc1F,554,50.2
158141399,Nc1ccc(-c2[c-]cc(F)cc2F)nc1CC(=O)N1CCC(c2cccnn2)C1,541,50.2
4572961,Cc1cc(C)c2nc(-c3[c-]cc(F)cc3F)cc(C(=O)O)c2c1,584,50.2
23400651,N=C(O)N(c1cc2cc(C(=O)N=C(O)CN)ccc2c(-c2[c-]cc(F)cc2F)n1)c1c(F)cccc1F,577,50.2
170711944,Cn1c(C(F)(F)F)nc2c(-c3[c-]cc(F)cc3F)nc([C@H]3CCO[C@@H](/C(C=NC4CC4)=C/N)C3)cc2c1=O,625,50.2
159715478,Nc1ccc(-c2[c-]cc(F)cc2F)nc1CC(=O)N1CC(Cc2cccc3nccn23)C1,538,50.2
157955776,CC(c1ncccn1)C1CN(C(=O)Cc2nc(-c3[c-]cc(F)cc3F)ccc2N)C1,528,50.2
169675187,COc1cc(C(O)=NC[C@](O)(c2cc3c(c(-c4[c-]c(F)c(F)c(F)c4F)n2)OC[C@]3(C)C(=N)O)C2CC2)cc2cn(C3CC3)nc12,592,50.2
169675251,COc1cc(C(O)=NCC(O)(c2cc3c(c(-c4[c-]c(F)c(F)c(F)c4F)n2)OC[C@]3(C)C(=N)O)C2CC2)cc2cn(C3CC3)nc12,592,50.2
68913095,N=c1nc(Cc2ccccc2)c2nc(-c3[c-]cc(F)c(F)c3F)ccc2[nH]1,561,50.2
153394012,O=[N+]([O-])c1ccc(-c2[c-]cc(F)cc2F)nc1N=C(O)N1CC(C(F)c2ncccn2)C1,507,50.2
160736670,Nc1ccc(-c2[c-]cc(F)cc2F)nc1CC(=O)N1CC(Cn2ccnc2)C1,525,50.2
161971636,Nc1ccc(-c2[c-]cc(F)cc2F)nc1CC(=O)N1CC[C@H](Oc2cccnc2)C1,559,50.2
161063032,Cc1nccc(C2CCN(C(=O)Cc3nc(-c4[c-]cc(F)cc4F)ccc3N)C2)n1,542,50.2
71045654,COc1ccnc(-c2[c-]c(-c3cc(OC)ccn3)c(F)cc2F)c1,554,50.2
91464647,Fc1c[c-]c(-c2c(N=c3cc[nH][nH]3)ccc3nnc(-c4ccccc4)n23)c(F)c1,559,50.1
130188583,Cc1cc(-c2[c-]cc(F)cc2F)nc(-n2ccnc2)c1,546,50.1
166995076,CNc1c(-n2c(C(Cc3cc(F)cc(F)c3)N=C(O)Cn3nc(C(F)F)c4c3C(F)(F)C(C)C4)nc3nc(-c4[c-]c(Cl)c(F)cc4F)ccc3c2=O)ccc(Cl)c1C(=N)NS(C)=O,612,50.1
160369182,Cc1cc(-c2ccc(F)cc2-c2ccc(-c3[c-]cc(F)cc3F)nc2)cc(-c2ccccc2-c2cnc(-c3ccccc3)cc2-c2ccc(-c3ccccc3)cc2)c1,544,50.1
169675607,COc1cc(C(O)=NCC(O)(c2cc3c(c(-c4[c-]cc(F)c(F)c4F)n2)OC[C@]3(C(=N)O)C(F)F)C(F)(F)F)cc2cc(Cl)c(C)nc12,594,50.1
169234192,C[C@]1(C(=N)O)COc2c1cc(C(CN=C(O)c1ccc(N)c(C=NC3CC3)c1)c1ccccc1)nc2-c1[c-]c(Cl)c(F)cc1F,540,50.1
165153465,CC(C)OC(=O)c1cccc(-c2[c-]cc(F)cc2F)n1,544,50.1
53229272,Oc1ccc(-c2[c-]cc(F)cc2F)nc1,532,50.1
157256175,O=C(Cc1nc(-c2[c-]cc(F)cc2F)ccc1[N+](=O)[O-])N1Cc2cnc(CN3CC(F)C3)cc2C1,539,50.1
170407979,CCOc1c(CC(=N)O)cc([C@@](O)(CN=C(O)c2cc(OC)c3nn(C4CC4)cc3c2)c2ccccc2)nc1-c1[c-]c(C(F)F)c(F)cc1F,578,50.1
166565466,Fc1c[c-]c(-c2cc(-c3ccc(-c4ccccc4)cc3)c(-c3ccccc3-c3cc(C(F)(F)C(F)(F)c4ccc(-c5ccc(F)c(-c6ccccc6)c5F)nc4)cc(C(F)(F)C(F)(F)c4ccc(-c5ccc(F)c(-c6ccccc6)c5F)nc4)c3)cn2)cc1-c1ccccc1,558,50.1
161094802,Cc1ccc(CC2CCN(C(=O)Cc3nc(-c4[c-]cc(F)cc4F)ccc3N)C2)nn1,555,50.1
102293069,O=P(c1ccccc1)(c1ccccc1)c1ccc(-c2[c-]cc(F)cc2F)nc1,506,50.1
157463995,Cc1cc(-c2cc(F)ccc2-c2ccc(-c3[c-]cc(F)cc3F)nc2)cc(-c2ccccc2-c2cnc(-c3ccccc3)cc2-c2ccc(-c3ccccc3)cc2)c1,544,50.1
152975269,Cc1ccc(CC2CCN(C(O)=Nc3nc(-c4[c-]cc(F)cc4F)ccc3N)C2)nn1,548,50.1
57802104,[C-]#[N+]c1c(F)c[c-]c(-c2cc(COc3ccc(OCc4cc(-n5c6ccccc6c6ccccc65)cc(-n5c6ccccc6c6ccccc65)c4)cc3)ccn2)c1F,570,50.0
123778105,COc1cnc(-c2[c-]c(Cl)c(F)cc2F)c(C2=CC3=NC=CCN3C=C2)c1,583,50.0
57802120,[C-]#[N+]c1c(F)c[c-]c(-c2cc(COc3ccc(OCc4cc(OCc5cc(OCc6cc(-n7c8ccccc8c8ccccc87)cc(-n7c8ccccc8c8ccccc87)c6)cc(OCc6cc(-n7c8ccccc8c8ccccc87)cc(-n7c8ccccc8c8ccccc87)c6)c5)cc(OCc5cc(OCc6cc(-n7c8ccccc8c8ccccc87)cc(-n7c8ccccc8c8ccccc87)c6)cc(OCc6cc(-n7c8ccccc8c8ccccc87)cc(-n7c8ccccc8c8ccccc87)c6)c5)c4)cc3)ccn2)c1F,570,50.0
69078752,CCOc1nc(=N)[nH]c2ccc(-c3[c-]cc(F)c(F)c3F)nc12,549,50.0
159502732,Cc1cnc(C2CCN(C(=O)Cc3nc(-c4[c-]cc(F)cc4F)ccc3N)C2)cn1,548,50.0
161563773,Nc1ccc(-c2[c-]cc(F)cc2F)nc1CC(=O)N1CC(C(F)c2ncc(F)cn2)C1,535,50.0
57802116,[C-]#[N+]c1c(F)c[c-]c(-c2cc(COc3ccc(OCc4cc(OCc5cc(-n6c7ccccc7c7ccccc76)cc(-n6c7ccccc7c7ccccc76)c5)cc(OCc5cc(-n6c7ccccc7c7ccccc76)cc(-n6c7ccccc7c7ccccc76)c5)c4)cc3)ccn2)c1F,570,50.0
168768486,Cc1cc(-c2[c-]cc(F)c(-c3ccccc3)c2F)ncc1C(C)(C)C(C)(C)c1cc(-c2ccccc2-c2cnc(-c3ccc(F)c(-c4ccccc4)c3)cc2-c2ccc(-c3ccccc3)cc2)cc(C(C)(C)C(C)(C)c2ccc(-c3ccc(F)c(-c4ccccc4)c3F)nc2)c1,561,50.0
10281451,CC(C)[C@H](N)C(=O)OCCNc1ccc2c(-c3[c-]cc(F)cc3F)nc(N(C(=N)O)c3c(F)cccc3F)cc2c1,552,50.0
169264959,CC(C)(F)c1cc(C(CN=C(O)c2ccc(N)c(C=NC3CC3)c2)C2CC2)nc(-c2[c-]c(Cl)c(F)cc2F)c1F,571,50.0
140806438,[C-]#[N+]c1c(F)c[c-]c(-c2ncccc2F)c1F,529,50.0
90096178,Cn1cnc2ccc(c3cccnc3-c3[c-]c(Cl)c(F)cc3F)cc21,551,50.0
158927077,Fc1c[c-]c(-c2cccc(Cc3ccccn3)n2)c(F)c1,505,50.0
156047613,CSNc1cc(-c2[c-]cc(F)cc2F)nc(-c2cnc3cc(-c4cnn(C)c4)ccn23)c1,540,50.0
162536169,COc1ccnc(-c2[c-]c(-c3cc(C(F)(F)F)ccn3)c(F)cc2F)c1,564,50.0
57622401,COc1cc(-c2[c-]cc(F)cc2F)nc(C(C)(C)N2CCN(c3ccccc3)C2)c1,593,50.0
169264772,CC(C)(O)c1cc(CCN=CO)nc(-c2[c-]c(Cl)c(F)cc2F)c1Cl,589,50.0
117912249,Nc1ccc(-c2[c-]c(Br)c(F)cc2F)nc1C(=O)O,543,49.9
58388415,O=C(OCC1CC2C=CC1C2)c1c(F)c[c-]c(-c2ccccn2)c1F,538,49.9
158791807,Cc1ccc(CC2CN(C(=O)Cc3nc(-c4[c-]cc(F)cc4F)ccc3N)C2)nn1,551,49.9
169264676,CC(C)c1[c-]c(-c2nc(C(CNC(C)c3cc(Cl)c(N)c(C=NC4CC4)c3)c3ccccc3)cc(C(C)(C)C(=N)O)c2F)c(F)cc1F,588,49.9
141108925,[C-]#[N+]C(C#N)(c1ccccc1)c1cccnc1-c1[c-]cc(F)cc1F,541,49.9
130181948,N#Cc1c(F)c[c-]c(-c2cc(C(F)(F)F)ccn2)c1F,541,49.9
90094882,COc1[c-]c(-c2ncccc2-c2ccc3nc[nH]c(=N)c3c2)c(F)cc1F,568,49.9
141404071,COc1ccnc(-c2[c-]cc(F)c(CCCCCCn3c4ccccc4c4ccccc43)c2F)c1,584,49.9
12384009,Fc1[c-]c(-c2cc3c(cn2)CCCC3)c(F)c(F)c1F,527,49.9
58069042,CNc1ccnc(-c2[c-]cc(F)cc2F)c1,518,49.9
86657034,C[C@@H](N=C(O)c1cc(-c2[c-]cc(F)cc2F)nc(C(O)C(F)(F)F)c1)c1ccc(C(C)(F)F)[n+]([O-])c1,551,49.9
169264776,OC(O)c1cc([C@]2(c3ccccc3)CO2)nc(-c2[c-]c(Cl)c(F)cc2F)c1F,561,49.9
156047462,CCS(=O)(=O)Nc1cc(-c2cnc3cc(-c4cnn(C)c4)ccn23)cc(-c2[c-]cc(F)cc2F)n1,550,49.9
169674836,COc1cc(C(O)=NCC(O)(c2cc3c(c(-c4[c-]c(Cl)c(F)cc4F)n2)OC[C@]3(C)C(=N)O)C(F)(F)F)cc2cc(Cl)c(C)nc12,586,49.9
161827055,Nc1ccc(-c2[c-]cc(F)cc2F)nc1CC(=O)N1CCC(c2cnc(C(F)F)cn2)C1,533,49.9
58162355,Cc1c(F)c[c-]c(-c2ccccn2)c1F,496,49.9
121219473,Fc1c[c-]c(-c2ccccn2)c(F)c1I,500,49.9
66731572,COC(=O)c1ccnc(-c2[c-]cc(F)cc2F)c1,566,49.8
166121565,Fc1c[c-]c(-c2nc([C@H]3CCO[C@@H](c4cnn(C5CC5)c4)C3)cc3nc4c(nc23)COC4)c(F)c1,582,49.8
169234171,C[C@]1(C(=N)O)COc2c1cc([C@@H](CN=C(O)c1cc(C=NC3CC3)c(N)c(OC(F)F)c1)C1CC1)nc2-c1[c-]c(F)c(F)cc1F,559,49.8
68821661,CC(C)(C)OC(O)=NC1CC1c1ccc(-c2[c-]cc(F)cc2F)nc1,548,49.8
170519290,Fc1c[c-]c(-c2cc(-c3ccc(-c4ccccc4)cc3)c(-c3ccc(F)cc3-c3cc(CCc4ccc(-c5ccc(F)cc5F)nc4)cc(CCc4ccc(-c5ncc(F)cc5F)nc4)c3)cn2)cc1,567,49.8
169241387,COc1cc(C(O)=NCC(C)(C)c2cc3c(c(-c4[c-]c(C)c(F)cc4F)n2)OC[C@]3(C)C(O)=NC2(C)CC2)cc2cn(C3CC3)nc12,595,49.8
87779852,CCN1CCN(c2ccc(=NCCN=c3ccc([NH+]([O-])O)c(N)[nH]3)[nH]c2-c2[c-]cc(F)cc2F)C(=O)C1,578,49.8
166122091,Fc1c[c-]c(-c2nc(C3CCOC(c4cnn(C5CC5)c4)C3)cc3nc4c(nc23)COC4)c(F)c1,582,49.8
139051309,CCN(CC)c1ccc2cc(/C=C/c3ccnc(-c4[c-]cc(F)cc4F)c3)c(=O)oc2c1,561,49.8
57703339,CCC(CC(C)c1ccc([Si](c2ccccc2)(c2ccccc2)c2ccccc2-c2cccnc2)cc1)c1ccnc(-c2[c-]cc(F)cc2F)c1,619,49.8
57184642,OCc1ccc(Cl)nc1-c1[c-]cc(F)cc1F,561,49.8
169265066,N=C(O)C1(c2cc([C@@](O)(CN=C(O)c3cc(C=NC4CC4)c(N)c(OC4CC4)c3)C3CC3)nc(-c3[c-]c(Cl)c(F)cc3F)c2F)CC1,617,49.8
71029555,CC(=O)CN=C(O)C[C@@H]1C[C@H]1c1ccc(-c2[c-]cc(F)cc2F)nc1,557,49.8
157459032,Nc1ccc(-c2[c-]cc(F)cc2F)nc1CC(=O)N1CC(OCc2ccccn2)C1,520,49.8
170280387,CNCCN(C)CC(C)c1cc(Cl)c(-c2[c-]cc(F)cc2F)nc1N=CO,567,49.8
169675687,CCOc1c(CC(=N)O)cc([C@@](O)(CN=C(O)c2cc(OC)c3nc(C)c(Cl)cc3c2)C2(F)CC2)nc1-c1[c-]cc(F)c(F)c1F,589,49.8
24729906,OCc1ccc(-c2[c-]cc(F)cc2F)nc1,533,49.8
169673870,C[C@]1(C(=N)O)COc2c1cc([C@@](O)(CN=C(O)c1cc(OC3CC3)n3nc(C4CC4)cc3c1)C(F)(F)F)nc2-c1[c-]cc(F)c(F)c1F,576,49.7
165149438,Fc1c[c-]c(-c2ccc(C34CCCC3(c3cc(-c5cc(F)cc(F)c5-c5cnc(-c6ccccc6)cc5-c5ccc(-c6ccccc6)cc5)cc(C56CCCC5(c5ccc(-c7ccc(F)cc7F)nc5)CCC6)c3)CCC4)cn2)c(F)c1,549,49.7
166565520,Fc1ccc(-c2cnc(-c3[c-]cc(F)c(-c4ccccc4)c3)cc2-c2ccc(-c3ccccc3)cc2)c(-c2cc(CCc3ccc(-c4ccc(F)c(-c5ccccc5)c4F)nc3)cc(CCc3ccc(-c4ccc(F)c(-c5ccccc5)c4F)nc3)c2)c1,579,49.7
170367640,O=C(O)C(F)(F)c1cc(Cl)nc(-c2[c-]cc(F)c(Cl)c2F)c1F,563,49.7
170405964,COc1cc(C(O)=NC[C@](O)(c2cc3c(c(-c4[c-]c(F)c(F)cc4F)n2)OC[C@]3(C)C(=N)O)C2CC(F)(F)C2)cc2cn(C(F)F)nc12,600,49.7
145031197,O=C(O)c1nc(-c2[c-]cc(F)cc2F)ccc1CO,551,49.7
121251718,C[C@@H]1CN(c2nc(-c3[c-]cc(F)cc3F)ccc2C(O)=NS(=O)(=O)c2cccc(=N)[nH]2)C(C)(C)C1,558,49.7
169264990,CC(F)(F)c1cc(C(CO)C2CC2)nc(-c2[c-]cc(F)c(Cl)c2F)c1F,572,49.7
170367932,COc1cc(C(O)=NC[C@@](O)(c2ccccc2)c2cc(C(C)(C)O)c(F)c(-c3[c-]c(Cl)c(F)cc3F)n2)cc2cc(Cl)c(C)nc12,598,49.7
68312380,CC(C)[C@H](CO)NCc1nc(-c2[c-]cc(F)cc2F)ccc1F,547,49.7
144423924,N#Cc1c(F)c[c-]c(-c2cc(C=O)ccn2)c1F,539,49.7
166994839,CNc1c(-n2c(C(Cc3cc(F)cc(F)c3)NC)nc3nc(-c4[c-]cc(F)cc4F)ccc3c2=O)ccc(Cl)c1C(=N)NS(C)=O,575,49.7
67775363,Cc1ccc(-c2ccnc(C(C)(C)C)n2)cc1Nc1cccc(-c2[c-]cc(F)cc2F)n1,552,49.7
149298814,Cn1ccnc1CC1CCN(C(O)=Nc2nc(-c3[c-]cc(F)cc3F)ccc2N)C1,533,49.7
153967700,N=C(O)c1ccc(-c2[c-]cc(F)cc2F)nc1,530,49.7
170299305,COc1cc(C(O)=NC[C@@](O)(c2ccccc2)c2cc3c(c(-c4[c-]c(Cl)c(F)cc4F)n2)OC[C@]3(C)C(=N)O)cc2sc(=N)[nH]c12,576,49.7
169673864,C[C@]1(C(=N)O)COc2c1cc(C(O)(CN=C(O)c1cc(OC3CC3)n3nc(C4CC4)cc3c1)C(F)(F)F)nc2-c1[c-]cc(F)c(F)c1F,576,49.7
140678416,O=C(c1c(F)c[c-]c(-c2ccccn2)c1F)c1c(F)c(F)c(F)c(F)c1F,505,49.7
134191342,Fc1c[c-]c(-c2ccc(-c3ccccc3-c3cc(-c4ccccc4-c4ccc(-c5ccc(F)cc5F)nc4)cc(-c4ccccc4-c4ccc(-c5ccc(F)cc5F)nc4)c3)cn2)c(F)c1,529,49.6
166122671,Cc1ccc2c(-c3[c-]cc(F)cc3F)nc(C3CCOCC3)c(C#N)c2n1,568,49.6
75488415,COC(=O)c1ccc(-c2[c-]cc(F)cc2F)nc1,561,49.6
87779775,CN1CCN(c2ccc(=NCCN=c3ccc(N(O)O)c(N)[nH]3)[nH]c2-c2[c-]cc(F)cc2F)C(=O)C1,586,49.6
59643855,COc1ccc2c3ccc(OC)cc3n(-c3ccnc(-c4[c-]cc(F)cc4F)c3)c2c1,579,49.6
65645383,Fc1c[c-]c(-c2cccc(Cl)n2)c(F)c1,527,49.6
170010022,Fc1cc(F)c2c(c1)C1C/C=C/[n+]3cc(-c4ccccc4)ccc3-c3[c-]cccc3CC1[n+]1ccccc1-2,592,49.5
169675715,CCOc1c(C(=N)O)cc([C@](O)(CO)CN=C(O)c2cc(OC)c3nc(C)c(Cl)cc3c2)nc1-c1[c-]c(Cl)c(F)cc1F,605,49.5
169048510,Fc1c[c-]c(-c2cc(-c3ccc(-c4ccccc4)cc3)c(-c3ccc(F)cc3-c3cc(-c4ccccc4-c4ccc(-c5ccc(F)cc5F)nc4)cc(-c4cc(F)ccc4-c4ccc(-c5ccc(F)cc5F)nc4)c3)cn2)cc1,549,49.5
167580721,CCOC(=O)Cc1cc(-c2cnc3cc(-c4cnn(C)c4)ccn23)cc(-c2[c-]cc(F)cc2F)n1,549,49.5
58880832,Fc1c[c-]c(-c2ccccn2)c(F)c1-c1ccccn1,517,49.5
101428858,CC(C)(C)N1CCC(c2nc(-c3[c-]cc(F)cc3F)c3ccc(=O)n(-c4c(Cl)cccc4Cl)c3c2O)CC1,589,49.5
58898300,Fc1c[c-]c(-c2cccc(-c3ccccc3)n2)c(F)c1,538,49.5
58439684,COC(=O)c1cc(Oc2ncccc2C(F)(F)F)ccc1Nc1cccnc1-c1[c-]cc(F)cc1F,552,49.5
169264623,COC(=O)c1cc(Cl)nc(-c2[c-]c(Cl)c(F)cc2F)c1F,574,49.5
159526533,Nc1ccc(-c2[c-]cc(F)cc2F)nc1CC(=O)N1CCC(c2ncccn2)C1,534,49.5
67404171,CC(C)(C)c1cc(CCc2cc(CCc3ccc(-c4[c-]cc(F)cc4F)nc3)cc(CCc3cc(C(C)(C)C)cc(C(C)(C)C)c3)c2)cc(C(C)(C)C)c1,547,49.5
83129571,Oc1ccc(-c2[c-]cc(F)c(F)c2F)nc1,547,49.5
140569782,CC(O)(c1c(-c2ccc(Cl)s2)ccnc1-c1[c-]cc(F)cc1F)n1cccc1,563,49.5
156047471,CCCS(=O)(=O)Nc1cc(-c2cnc3cc(-c4cnn(C)c4)ccn23)cc(-c2[c-]cc(F)cc2F)n1,549,49.5
