L1,L2,L3,L4,Counterion,Abbreviation_in_the_article,Charge,"λlum,nm",QY,"t, μs",solvent,"λabs,nm (most right)",eps,DOI,notes,примечания
FS(C1=CC(C2=NC=CC=N2)=[C-]C=C1)(F)(F)(F)F,FS(C1=CC(C2=NC=CC=N2)=[C-]C=C1)(F)(F)(F)F,O=C(/C=C([O-])/C(C)(C)C)C(C)(C)C,,,1,0,507,"0,98","1,62",CH2Cl2,,,10.1021/acs.organomet.9b00392,,
FS(C(C=C1)=C[C-]=C1C2=NC=CC=N2)(F)(F)(F)F,FS(C(C=C1)=C[C-]=C1C2=NC=CC=N2)(F)(F)(F)F,O=C(/C=C([O-])/C(C)(C)C)C(C)(C)C,,,2,0,533,"0,89","1,81",CH2Cl2,,,10.1021/acs.organomet.9b00392,,
FS(C1=CC(C2=NC=CC3=C2C=CC=C3)=[C-]C=C1)(F)(F)(F)F,FS(C1=CC(C2=NC=CC3=C2C=CC=C3)=[C-]C=C1)(F)(F)(F)F,O=C(/C=C([O-])/C(C)(C)C)C(C)(C)C,,,3,0,607,"0,8","2,1",CH2Cl2,,,10.1021/acs.organomet.9b00392,,
FS(C(C=C1)=C[C-]=C1C2=NC=CC3=C2C=CC=C3)(F)(F)(F)F,FS(C(C=C1)=C[C-]=C1C2=NC=CC3=C2C=CC=C3)(F)(F)(F)F,O=C(/C=C([O-])/C(C)(C)C)C(C)(C)C,,,4,0,627,"0,51","1,87",CH2Cl2,,,10.1021/acs.organomet.9b00392,,
FS(C1=CC(C2=NC=CC=C2)=[C-]C=C1)(F)(F)(F)F,FS(C1=CC(C2=NC=CC=C2)=[C-]C=C1)(F)(F)(F)F,O=P(C1=CC=CC=C1)(N=P(C2=CC=CC=C2)([O-])C3=CC=CC=C3)C4=CC=CC=C4,,,5,0,498,"0,86","1,61",CH2Cl2,,,10.1021/acs.organomet.9b00392,,
FS(C(C=C1)=C[C-]=C1C2=NC=CC=C2)(F)(F)(F)F,FS(C(C=C1)=C[C-]=C1C2=NC=CC=C2)(F)(F)(F)F,O=P(C1=CC=CC=C1)(N=P(C2=CC=CC=C2)([O-])C3=CC=CC=C3)C4=CC=CC=C4,,,6,0,525,"0,9","2,04",CH2Cl2,,,10.1021/acs.organomet.9b00392,,
FS(C1=CC(C2=NC=CC=C2)=[C-]C=C1)(F)(F)(F)F,FS(C1=CC(C2=NC=CC=C2)=[C-]C=C1)(F)(F)(F)F,S=P(C1=CC=CC=C1)(N=P(C2=CC=CC=C2)([S-])C3=CC=CC=C3)C4=CC=CC=C4,,,7,0,480,"0,69","1,66",CH2Cl2,,,10.1021/acs.organomet.9b00392,,
FS(C(C=C1)=C[C-]=C1C2=NC=CC=C2)(F)(F)(F)F,FS(C(C=C1)=C[C-]=C1C2=NC=CC=C2)(F)(F)(F)F,S=P(C1=CC=CC=C1)(N=P(C2=CC=CC=C2)([S-])C3=CC=CC=C3)C4=CC=CC=C4,,,8,0,495,"0,66","1,68",CH2Cl2,,,10.1021/acs.organomet.9b00392,,
CC(C)(C)C1=C[C-]=C(N2N=CC=C2)C=C1,CC(C)(C)C1=C[C-]=C(N2N=CC=C2)C=C1,C12=NC(C3=CC=C(C=CC=C4)C4=N3)=CC=C1C=CC=C2,,F[P-](F)(F)(F)(F)F,RED1,1,651,"0,21","0,76",CH3CN,,,10.1002/chem.201902887,QY measured in film,QY measured in film
CCCCC1=C[C-]=C(N2N=CC=C2)C=C1,CCCCC1=C[C-]=C(N2N=CC=C2)C=C1,C12=NC(C3=CC=C(C=CC=C4)C4=N3)=CC=C1C=CC=C2,,F[P-](F)(F)(F)(F)F,RED2,1,656,"0,09","0,34",CH3CN,,,10.1002/chem.201902887,QY measured in film,QY measured in film
CC(C)(C)C(C=C1)=C[C-]=C1C2=NC=CC=C2,CC(C)(C)C(C=C1)=C[C-]=C1C2=NC=CC=C2,C12=NC(C3=CC=C(C=CC=C4)C4=N3)=CC=C1C=CC=C2,,F[P-](F)(F)(F)(F)F,RED3,1,685,"0,15","0,4",CH3CN,,,10.1002/chem.201902887,QY measured in film,QY measured in film
CCCCC(C=C1)=C[C-]=C1C2=NC=CC=C2,CCCCC(C=C1)=C[C-]=C1C2=NC=CC=C2,C12=NC(C3=CC=C(C=CC=C4)C4=N3)=CC=C1C=CC=C2,,F[P-](F)(F)(F)(F)F,RED4,1,686,"0,03","0,24",CH3CN,,,10.1002/chem.201902887,QY measured in film,QY measured in film
C1(C2=[C-]C(C=CC=C3)=C3S2)=NC=CC=C1,C1(C2=[C-]C(C=CC=C3)=C3S2)=NC=CC=C1,C12=NC(C3=CC=C(C=CC=C4)C4=N3)=CC=C1C=CC=C2,,F[P-](F)(F)(F)(F)F,RED5,1,640,"0,11","0,49",CH3CN,,,10.1002/chem.201902887,QY measured in film,QY measured in film
COc1c[c-]c(-c2cc(-c3c(C)cc(C)cc3C)ccn2)c(F)c1S(=O)(=O)c1ccc(C)cc1,COc1c[c-]c(-c2cc(-c3c(C)cc(C)cc3C)ccn2)c(F)c1S(=O)(=O)c1ccc(C)cc1,Cc1cc(C)c(-c2ccnc(-c3cc(C(F)(F)F)n[n-]3)c2)c(C)c1,,,12,,457,"0,62","2,3",CH2Cl2,,,10.1039/c7dt02289a,,
COc1c[c-]c(-c2cc(-c3c(C)cc(C)cc3C)ccn2)c(OC)c1S(C)(=O)=O,COc1c[c-]c(-c2cc(-c3c(C)cc(C)cc3C)ccn2)c(OC)c1S(C)(=O)=O,Cc1cc(C)c(-c2ccnc(-c3cc(C(F)(F)F)n[n-]3)c2)c(C)c1,,,13,,466,"0,52","3,13",CH2Cl2,,,10.1039/c7dt02289a,,
COc1c[c-]c(-c2cc(-c3c(C)cc(C)cc3C)ccn2)c(F)c1S(=O)(=O)c1ccc(C)cc1,COc1c[c-]c(-c2cc(-c3c(C)cc(C)cc3C)ccn2)c(F)c1S(=O)(=O)c1ccc(C)cc1,FC(F)(F)c1cc(-c2ccccn2)[n-]n1,,,14,,457,"0,7","2,74",CH2Cl2,,,10.1039/c7dt02289a,,
COc1c[c-]c(-c2cc(-c3c(C)cc(C)cc3C)ccn2)c(OC)c1S(C)(=O)=O,COc1c[c-]c(-c2cc(-c3c(C)cc(C)cc3C)ccn2)c(OC)c1S(C)(=O)=O,FC(F)(F)c1cc(-c2ccccn2)[n-]n1,,,15,,467,"0,64","3,3",CH2Cl2,,,10.1039/c7dt02289a,,
O=C1C2=C(C=CC=C2)C(C(C1=C3)=C[C-]=C3C4=NC5=C(C=CC=C5)C=C4)=O,O=C1C2=C(C=CC=C2)C(C(C1=C3)=C[C-]=C3C4=NC5=C(C=CC=C5)C=C4)=O,c1ccc(-c2ccccn2)nc1,,F[P-](F)(F)(F)(F)F,Ir1,1,565,"0,74","1,79",CH3CN,,,10.1007/s11426-019-9583-4,,
O=C1C2=C(C=CC=C2)C(C(C1=C3)=C[C-]=C3C4=NC=CC=C4)=O,O=C1C2=C(C=CC=C2)C(C(C1=C3)=C[C-]=C3C4=NC=CC=C4)=O,c1ccc(-c2ccccn2)nc1,,F[P-](F)(F)(F)(F)F,Ir2,1,541,"0,01","0,65",CH3CN,,,10.1007/s11426-019-9583-4,,
O=C1C2=C(C=CC=C2)C(C3=C1C=CC(C(C=C4)=C[C-]=C4C5=NC=CC=C5)=C3)=O,O=C1C2=C(C=CC=C2)C(C3=C1C=CC(C(C=C4)=C[C-]=C4C5=NC=CC=C5)=C3)=O,c1ccc(-c2ccccn2)nc1,,F[P-](F)(F)(F)(F)F,Ir3,1,549,"0,02","1,42",CH3CN,,,10.1007/s11426-019-9583-4,,
O=C1C2=C(C=CC=C2)C(C3=C1C=CC(C(C=C4)=CN=C4C5=[C-]C=CC=C5)=C3)=O,O=C1C2=C(C=CC=C2)C(C3=C1C=CC(C(C=C4)=CN=C4C5=[C-]C=CC=C5)=C3)=O,c1ccc(-c2ccccn2)nc1,,F[P-](F)(F)(F)(F)F,Ir4,1,562,"0,05",1,CH3CN,,,10.1007/s11426-019-9583-4,,
O=C1OC(C=C(N(CC)CC)C=C2)=C2[C-]=C1C3=NC(C=CC=C4)=C4S3,O=C1OC(C=C(N(CC)CC)C=C2)=C2[C-]=C1C3=NC(C=CC=C4)=C4S3,CC1=CC=NC(C2=CC(C)=CC=N2)=C1,,F[P-](F)(F)(F)(F)F,Ir2,1,587,"0,478","39,4",CH2Cl2,,,10.1039/c9dt03144h,,
O=C1OC(C=C(N(CC)CC)C=C2)=C2[C-]=C1C3=NC(C=CC=C4)=C4S3,O=C1OC(C=C(N(CC)CC)C=C2)=C2[C-]=C1C3=NC(C=CC=C4)=C4S3,C1(N2N=CC=C2)=NC=CC=C1,,F[P-](F)(F)(F)(F)F,Ir3,1,590,"0,561","49,2",CH2Cl2,,,10.1039/c9dt03144h,,
O=C1OC(C=C(N(CC)CC)C=C2)=C2[C-]=C1C3=NC(C=CC=C4)=C4S3,O=C1OC(C=C(N(CC)CC)C=C2)=C2[C-]=C1C3=NC(C=CC=C4)=C4S3,CC1=CC=NC(C2=CC(C)=CC=N2)=C1,,F[P-](F)(F)(F)(F)F,Ir2,1,587,"0,036","3,6",CH3CN,,,10.1039/c9dt03144h,,strange phi and tau
O=C1OC(C=C(N(CC)CC)C=C2)=C2[C-]=C1C3=NC(C=CC=C4)=C4S3,O=C1OC(C=C(N(CC)CC)C=C2)=C2[C-]=C1C3=NC(C=CC=C4)=C4S3,C1(N2N=CC=C2)=NC=CC=C1,,F[P-](F)(F)(F)(F)F,Ir3,1,590,"0,345",32,CH3CN,,,10.1039/c9dt03144h,,
FC(C(C=C1)=C[C-]=C1C2=NC=CC=C2)(F)F,FC(C(C=C1)=C[C-]=C1C2=NC=CC=C2)(F)F,O=S(C1=CC=CC=N1)([O-])=O,,,Ir1,0,496,"0,4184","1,45",CH2Cl2,,,10.1039/c9tc03937f,QY measured in film,QY measured in film
FC(C1=CC=C[C-]=C1C2=NC=CC=C2)(F)F,FC(C1=CC=C[C-]=C1C2=NC=CC=C2)(F)F,O=S(C1=CC=CC=N1)([O-])=O,,,Ir2,0,504,"0,6964","1,66",CH2Cl2,,,10.1039/c9tc03937f,QY measured in film,QY measured in film
FC(C(C=C1)=C[C-]=C1C2=NC=CC3=C2C=CC=C3)(F)F,FC(C(C=C1)=C[C-]=C1C2=NC=CC3=C2C=CC=C3)(F)F,S=P(C1=CC=CC=C1)([S-])C2=CC=CC=C2,,,(tfmpiq)2Ir(dpss),0,620,"0,35","1,99",CH2Cl2,,,10.1016/j.jorganchem.2019.06.017,,
FC(C(C=C1)=C[C-]=C1C2=NC=NC3=C2C=CC=C3)(F)F,FC(C(C=C1)=C[C-]=C1C2=NC=NC3=C2C=CC=C3)(F)F,S=P(C1=CC=CC=C1)([S-])C2=CC=CC=C2,,,(tfmpqz)2Ir(dpss),0,621,"0,68","2,21",CH2Cl2,,,10.1016/j.jorganchem.2019.06.017,,
CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1cccc(-c2cc(C(=O)c3c(F)c[c-]c(-c4ccccn4)c3F)cc(-c3cccc(-n4c5ccc(C(C)(C)C)cc5c5cc(C(C)(C)C)ccc54)c3)c2)c1,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1cccc(-c2cc(C(=O)c3c(F)c[c-]c(-c4ccccn4)c3F)cc(-c3cccc(-n4c5ccc(C(C)(C)C)cc5c5cc(C(C)(C)C)ccc54)c3)c2)c1,O=C([O-])c1ccccn1,,,Ir-1a,,464,"0,78","1,78",CH2Cl2,,,10.1039/c7nj02240a,,
O=C(c1ccccc1)c1c(F)c[c-]c(-c2ccccn2)c1F,O=C(c1ccccc1)c1c(F)c[c-]c(-c2ccccn2)c1F,O=C([O-])c1ccccn1,,,Ir-2a,,464,"0,82","1,97",CH2Cl2,,,10.1039/c7nj02240a,,
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,CC1=CC=NC(C2=CC(C(OC3=CC=C(C=CC4=C5N=CC6(N(C)C(C=CC=C7)=C7C6(C)C)O4)C5=C3)=O)=CC=N2)=C1,,F[P-](F)(F)(F)(F)F,1,1,625,"0,043","0,0448",CH2Cl2,,,10.1021/acs.organomet.9b00359,,
COC(C=C1OC)=C[C-]=C1C2=NC=CC=C2,COC(C=C1OC)=C[C-]=C1C2=NC=CC=C2,CC1=CC=NC(C2=CC(C(OC3=CC=C(C=CC4=C5N=CC6(N(C)C(C=CC=C7)=C7C6(C)C)O4)C5=C3)=O)=CC=N2)=C1,,F[P-](F)(F)(F)(F)F,2,1,640,"0,035","0,0388",CH2Cl2,,,10.1021/acs.organomet.9b00359,,
O=CC(C=C1)=C[C-]=C1C2=NC=CC=C2,O=CC(C=C1)=C[C-]=C1C2=NC=CC=C2,CC1=CC=NC(C2=CC(C(OC3=CC=C(C=CC4=C5N=CC6(N(C)C(C=CC=C7)=C7C6(C)C)O4)C5=C3)=O)=CC=N2)=C1,,F[P-](F)(F)(F)(F)F,3,1,600,"0,0243","0,0044",CH2Cl2,,,10.1021/acs.organomet.9b00359,,
FC(C(C=C1C(F)(F)F)=C[C-]=C1C2=NC=CC=C2)(F)F,FC(C(C=C1C(F)(F)F)=C[C-]=C1C2=NC=CC=C2)(F)F,CC1=CC=NC(C2=CC(C(OC3=CC=C(C=CC4=C5N=CC6(N(C)C(C=CC=C7)=C7C6(C)C)O4)C5=C3)=O)=CC=N2)=C1,,F[P-](F)(F)(F)(F)F,4,1,530,"0,0619","0,0184",CH2Cl2,,,10.1021/acs.organomet.9b00359,,
CC1=NN(C2=C(C)C=CC=C2C)C(C3=[C-]C=CC=C3)=N1,CC1=NN(C2=C(C)C=CC=C2C)C(C3=[C-]C=CC=C3)=N1,c1ccc(-c2ccccn2)nc1,,F[P-](F)(F)(F)(F)F,1,1,547,"0,2","1,1",CH3CN,,,10.1021/acs.inorgchem.9b01433,,
CC1=NN(C2=C(C)C=CC=C2C)C(C3=[C-]C=CC=C3)=N1,CC1=NN(C2=C(C)C=CC=C2C)C(C3=[C-]C=CC=C3)=N1,C1(N2N=CC=C2)=NC=CC=C1,,F[P-](F)(F)(F)(F)F,2,1,463,"0,001","0,015",CH3CN,,,10.1021/acs.inorgchem.9b01433,,
CC1=NN(C)C(C2=[C-]C=CC=C2)=N1,CC1=NN(C)C(C2=[C-]C=CC=C2)=N1,C1(N2N=CC=C2)=NC=CC=C1,,F[P-](F)(F)(F)(F)F,3,1,488,"0,001","0,006",CH3CN,,,10.1021/acs.inorgchem.9b01433,,
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,ClC(C=C1)=CC=C1C2=NC3=C(N2)C4=C(N=CC=C4)C5=C3C=CC=N5,,F[P-](F)(F)(F)(F)F,1,1,583,"0,15","0,441",CH3CN,,,10.1002/chem.201902183,,
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,ClC(C=C1)=CC=C1C2=NC3=C(N2)C4=C(N=CC=N4)C5=C3N=CC=N5,,F[P-](F)(F)(F)(F)F,2,1,697,"0,001","0,012",CH3CN,,,10.1002/chem.201902183,,
C[N+]1=CC=C[C-]=C1C2=NC=CC=C2,C[N+]1=CC=C[C-]=C1C2=NC=CC=C2,ClC(C=C1)=CC=C1C2=NC3=C(N2)C4=C(N=CC=C4)C5=C3C=CC=N5,,[F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F],3,3,528,"0,136","0,95",CH3CN,,,10.1002/chem.201902183,,
C[N+]1=CC=C[C-]=C1C2=NC=CC=C2,C[N+]1=CC=C[C-]=C1C2=NC=CC=C2,ClC(C=C1)=CC=C1C2=NC3=C(N2)C4=C(N=CC=N4)C5=C3N=CC=N5,,[F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F],4,3,528,"0,001","0,009",CH3CN,,,10.1002/chem.201902183,,
[c-]1ccccc1-c1ccc2ccccc2n1,[c-]1ccccc1-c1ccc2ccccc2n1,CC(=O)/C=C(/C)[O-],,,4b,0,591,"0,301",,CH2Cl2,,,10.1039/c9qo00870e,,
C1(C2=NC(C=CC=C3)=C3C(C4=CC=CC=C4)=C2)=[C-]C=CC=C1,C1(C2=NC(C=CC=C3)=C3C(C4=CC=CC=C4)=C2)=[C-]C=CC=C1,CC(=O)/C=C(/C)[O-],,,4d,0,604,"0,26",,CH2Cl2,,,10.1039/c9qo00870e,,
C1(C2=NC(C=CC(N(C3=CC=CC=C3)C4=CC=CC=C4)=C5)=C5C=C2)=[C-]C=CC=C1,C1(C2=NC(C=CC(N(C3=CC=CC=C3)C4=CC=CC=C4)=C5)=C5C=C2)=[C-]C=CC=C1,CC(=O)/C=C(/C)[O-],,,4g,0,611,"0,21",,CH2Cl2,,,10.1039/c9qo00870e,,
CC1=CC(C(C2=CC=CC=C2)=C3)=C(C=C1)N=C3C4=[C-]C=C5C(C=CC=C5)=C4,CC1=CC(C(C2=CC=CC=C2)=C3)=C(C=C1)N=C3C4=[C-]C=C5C(C=CC=C5)=C4,CC(=O)/C=C(/C)[O-],,,4h,0,620,"0,135",,CH2Cl2,,,10.1039/c9qo00870e,,
FC1=CC(C(C2=CC=CC=C2)=C3)=C(C=C1)N=C3C4=[C-]C=C5C(C=CC=C5)=C4,FC1=CC(C(C2=CC=CC=C2)=C3)=C(C=C1)N=C3C4=[C-]C=C5C(C=CC=C5)=C4,CC(=O)/C=C(/C)[O-],,,4i,0,626,"0,103",,CH2Cl2,,,10.1039/c9qo00870e,,
C1(C2=[C-]C=C(C(C=CC=C3)=C3C4(CCCCCCN5C(C=CC=C6)=C6C7=C5C=CC=C7)CCCCCCN8C(C=CC=C9)=C9C%10=C8C=CC=C%10)C4=C2)=NC=CC=C1,C1(C2=[C-]C=C(C(C=CC=C3)=C3C4(CCCCCCN5C(C=CC=C6)=C6C7=C5C=CC=C7)CCCCCCN8C(C=CC=C9)=C9C%10=C8C=CC=C%10)C4=C2)=NC=CC=C1,CC(=O)/C=C(/C)[O-],,,(PFBHC)2Ir(acac),0,550,"0,24","0,1392",CH2Cl2,,,10.1016/j.matlet.2019.04.071,the atmosphere of measurements is not stated ,the atmosphere of measurements is not stated 
[c-]1ccccc1-c1nccc2ccccc12,[c-]1ccccc1-c1nccc2ccccc12,CC(=O)/C=C(/C)[O-],,,Ir(piq)2(acac),0,633,,,CH3CN,,,10.1039/c9sc01391a,the atmosphere of measurements is not stated ,the atmosphere of measurements is not stated 
C1(C2=NC3=C(C=CC=C3)S2)=CC=CC=[C-]1,C1(C2=NC3=C(C=CC=C3)S2)=CC=CC=[C-]1,CC(=O)/C=C(/C)[O-],,,Ir(bt)2(acac),0,565,,,CH3CN,,,10.1039/c9sc01391a,the atmosphere of measurements is not stated ,the atmosphere of measurements is not stated 
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,CC(=O)/C=C(/C)[O-],,,Ir(ppy)2(acac),0,525,,,CH3CN,,,10.1039/c9sc01391a,the atmosphere of measurements is not stated ,the atmosphere of measurements is not stated 
